"Species"	"Sex"	"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"	"PC9"	"PC10"	"PC11"	"PC12"	"PC13"
"20"	"Amazilia_saucerottei"	"Males"	-2.04655923678589	0.750971035260652	-0.736240848814613	0.869932250560362	-0.115163771989785	-0.324526861682174	-0.0301734534420215	-0.0950580828638425	0.0164764976713789	-0.107650264262703	0.0119214537862166	0.0302404445372341	0.0267155096866787
"21"	"Amazilia_tzacatl"	"Females"	-0.949309930356927	0.191956318015591	0.439650229765458	0.0123437381567848	-0.306393496717156	0.312756898893004	-0.0609422768051121	0.0184731891817378	0.0494923573716624	-0.0223567757108984	0.0214567698260554	-0.0168887161460339	-0.00815209163032853
"22"	"Amazilia_tzacatl"	"Males"	-0.430359290696558	0.420291902299454	-0.184053634363166	-0.247904821490848	-0.49834825514471	0.383782777750803	-0.206874190230582	0.0710983561224503	0.0619888804583857	-0.0361890306045406	0.0414202116039917	-0.0163326905708664	-0.00526189753868124
"23"	"Amazilia_versicolor"	"Females"	-2.60492700435641	-0.324228885160239	-0.137123579887159	-0.0760179432208529	0.406557030493439	0.212328602501952	-0.435163048409507	0.0487100453046714	-0.0639157685349262	0.0103171910652833	0.00542274271789883	-0.019503323029132	-0.0018964103345909
"24"	"Amazilia_versicolor"	"Males"	-2.27019708007162	0.173776379004383	-0.64975415213901	-0.28139397566201	0.0531148139615298	0.113456907286935	-0.262129103744676	0.0220799549140428	-0.00767371916546417	0.0122747341214594	-0.00227785701308182	-0.00916960943587056	-0.0107297968848996
"25"	"Amazilia_viridigaster"	"Females"	-2.05933954752854	0.146988597264627	0.0792013806011387	0.574879125762828	0.227173005319586	-0.112043167495909	-0.0928256284516096	-0.04831782261252	0.0248810047175781	-0.0304867520662288	-0.000739337464086581	0.00108768847982731	0.00703190982311151
"26"	"Amazilia_viridigaster"	"Males"	-1.80259075526541	0.557782316129332	-0.577047557274969	0.732475599609969	0.111523403437556	-0.10081817313837	-0.23010655823484	0.00270226500571735	0.0516357556036921	-0.0511207079355894	-0.00478992224725565	0.0128249207021767	0.0110259205611586
"27"	"Androdon_aequatorialis"	"Females"	3.44957979824103	0.746215631383969	2.16875173238982	-0.116042727515308	-0.165286739752756	1.36125887296914	0.772801024655086	-0.037404439560991	-0.0172387353762987	0.038740576059674	0.0455227753552305	0.037798129280074	-0.00689878423966823
"28"	"Androdon_aequatorialis"	"Males"	3.98543331087969	0.59875344442388	1.57258329218882	-0.152966716270602	-0.727504371321247	1.79449010805807	0.669612027891392	0.0558570672664175	0.0267318690355924	0.0762865676489648	0.124552166864529	0.046414252714677	-0.0097751153213015
"29"	"Anthocephala_floriceps"	"Females"	-3.4462972234608	-0.735486750958084	-0.735395578857954	0.533107000836472	1.60893732924567	0.105894711037254	-0.14602428738856	-0.157520886453985	-0.178284094881185	0.00728461443852427	0.0323649048282031	0.0189765156066074	0.00996694995691142
"30"	"Anthocephala_floriceps"	"Males"	-2.97389184550345	-0.795418127900874	-1.12302773349248	0.441694570328808	1.63683543851853	0.189470392301356	-0.124370213820792	-0.11601328666367	-0.123757444549552	0.00323440562573835	0.0294686039442782	0.023514774636992	0.0206947248570515
"31"	"Anthracothorax_nigricollis"	"Females"	1.19876783763595	1.70074550988715	-1.07589766437141	1.62850158492796	-0.0479073000306986	-0.102571978270211	-0.022741954743078	-0.0954676336532163	0.125208854054332	0.00914927151424208	0.00275875347569448	-0.000411071155206118	0.0372867255025727
"32"	"Anthracothorax_nigricollis"	"Males"	1.78428683660355	1.85661703758774	-1.57336514830231	1.36166851105727	-0.273499249614098	0.00510257095670227	-0.0265135094882064	-0.0965823078286962	0.0755964376225361	-0.0134324932149798	0.0249323496111055	-0.0220086895707959	0.0122325078347908
"33"	"Boissonneaua_flavescens"	"Females"	2.26270536044782	-1.0024476245094	-1.00486025851014	0.809225933690086	-0.706047665568069	-0.166938612282573	-0.0550458529173308	-0.00302356153597039	0.097457087428791	0.0574188982863672	0.0544606511781522	-0.00208027721330431	-0.00570840868443618
"34"	"Boissonneaua_flavescens"	"Males"	3.21749649653989	-0.426445775555379	-2.21729891949924	0.489613138624968	-0.868769434962322	-0.338911027432432	-0.177576876289028	0.00550513008259756	-0.0262938304496653	0.00313679528397126	0.0612669603151524	-0.0379133413829423	-0.00553608128199758
"35"	"Boissonneaua_jardini"	"Females"	3.51776024263711	0.0512243017095904	-0.51252662258614	1.79410038102172	-1.64282026307943	0.153698155170041	-0.0963318960814969	-0.170071158304927	-0.194610891507802	-0.00216236407201315	-0.0417605722294054	-0.0350035514366697	0.00749808019161671
"36"	"Boissonneaua_jardini"	"Males"	3.97088758991084	-0.0442348248445947	-1.01526667949451	1.61329940543517	-1.79612093438679	0.0225668844730735	0.0461345748485299	-0.251867107179427	-0.213286813771524	0.0557410344851155	-0.0210890489117777	-0.033798410525299	0.00223572197545767
"37"	"Calliphlox_mitchellii"	"Females"	-4.96379455744204	1.98337595094833	0.0267404976425805	0.320963693632478	-1.37165854876498	-0.951205288371946	0.36844411341797	0.121755692807758	0.00896721531857314	-0.0782164324784436	0.00938027598769706	0.0522113616373478	-0.00506006451030051
"38"	"Calliphlox_mitchellii"	"Males"	-5.50547686695321	2.90972720940506	-0.284080011610823	-0.209455775064319	-1.99349462534587	-1.39949789959091	0.533671690005348	0.277969679555104	0.0665448204366252	-0.0764480433975077	-0.0156251462749253	0.0718513120213987	-0.0196925211941615
"39"	"Campylopterus_falcatus"	"Females"	1.61969630423569	-0.159511201476447	0.738783951571288	0.760224271374402	0.0704626650424723	0.915995720524428	-0.126587116082597	0.209017884866851	0.0867619342520405	-0.00830605131448182	0.0162707302603804	-0.00841955204813197	0.000724932317919177
"40"	"Campylopterus_falcatus"	"Males"	2.61066572070666	-0.068019578479043	0.251631716213632	0.688997572888739	-0.864151105897768	0.540654319874719	-0.172771535167922	0.0733132894982423	0.0721724506484642	0.0493741624757662	-0.00387725338146523	-0.00184097073892094	-0.00901596018056466
"41"	"Campylopterus_largipennis"	"Females"	2.59974369719353	-1.86532286506722	1.30509344709183	2.15644587491054	0.227196168763515	0.31587489355398	0.33710177129466	0.157615840198958	-0.251932590060685	-0.213003130192752	-0.0306418806789291	-0.0117382073911668	-0.0287810237644938
"42"	"Campylopterus_largipennis"	"Males"	3.69167282367597	-2.20069146865981	1.81305994593829	3.83650087507945	-0.697604199574477	0.0816842299937788	0.613574826771156	-0.0933317132811649	-0.452151131834851	-0.0771328091792911	0.0195659957506804	-0.0156496863549646	-0.0509235773287735
"43"	"Chaetocercus_heliodor"	"Females"	-5.22050006616607	0.748720168651501	1.19055591805851	-0.49275603287063	-1.89425327517056	-1.0571657659124	0.217521755758099	0.151639073022732	-0.0662751773434318	-0.0617105677814234	-0.0133747640896627	-0.0674441576438373	-0.00700662321541122
"44"	"Chaetocercus_heliodor"	"Males"	-6.55065678051575	2.04690234283823	0.726280939530149	1.39309016551334	-2.02266232517504	-1.64770019546984	0.223102979271576	0.374692968972824	0.10031652538132	-0.135994322207658	0.00710619129782011	0.0919794482011732	0.0307580556405432
"45"	"Chaetocercus_mulsant"	"Females"	-4.02506169640147	1.76787782021126	0.768445004725886	-0.0212425397294712	-1.81211910337749	-1.35397077488604	0.180031914705581	0.125489496084811	0.204637552992983	-0.0187185265747852	-0.0373914005274913	-0.00135297256155363	-0.0106024141641907
"46"	"Chaetocercus_mulsant"	"Males"	-4.3032261335515	2.39345079846757	0.0874683927992483	-0.742695963914143	-1.91450303824504	-1.41403159213284	0.198882276884854	0.197436640624415	0.14496631565013	-0.0225655427950112	-0.0359032313007539	0.00944736661317262	-0.0174719588944248
"47"	"Chalcostigma_herrani"	"Females"	0.370600560750726	-3.15028571576307	0.276539382274975	-0.161267582897476	-0.393584086824257	0.0598655262678511	0.40881672829716	-0.0632975642018596	0.0684594505360693	0.0546470654512352	-0.0956100537961572	0.0350215630316149	-0.0167461922569086
"48"	"Chalcostigma_herrani"	"Males"	1.21247315915452	-3.07405388904171	-0.186952963508322	0.15465729309841	-0.633720645317558	-0.134038861800046	0.482642864308247	-0.0901169750866972	0.0398000465011076	0.0477776963910682	-0.03172276192004	0.0502949576814452	-0.0251082197837318
"49"	"Chalcostigma_heteropogon"	"Females"	0.104663505612964	-2.84662639102723	-0.0997240874917847	-1.32433690805586	-0.365310586764867	-0.236084236211712	-0.271835341412036	0.0469869617245261	0.00965040406047593	-0.0476490176960234	-0.0709289955186348	0.0242097342085484	0.0270270367154612
"50"	"Chalcostigma_heteropogon"	"Males"	1.01450568655202	-2.22402905647426	-1.16849725613523	-1.38028037264754	-0.511783336361084	-0.311312573006319	-0.203297454616639	0.0582224075721942	0.0390167429262053	-0.0415181436193774	-0.0223371455558466	0.0305510337541486	0.027915577895796
"51"	"Chalybura_buffonii"	"Females"	0.834102620546618	0.491113114974257	-0.150955455884136	1.16433110817583	0.309218277139654	0.20356867525611	-0.197137874884906	0.0840997576920622	0.104896158933577	-0.0353929554460278	0.0232147716692499	-0.0101935441891968	0.00761934757484885
"52"	"Chalybura_buffonii"	"Males"	2.18358805291997	0.595205276612178	-1.02108153403582	1.13902507953646	0.154410317157871	0.00919176534981211	-0.099721153533639	0.0510961973505413	0.0709384791253902	-0.0226452084698556	0.0569151797640199	-0.0264743460369267	0.0139996539255326
"53"	"Chalybura_urochrysia"	"Females"	1.10145411639331	0.743834264933629	-0.365125194259878	0.22443554659877	-0.334355339511542	0.580004279296561	0.410177884290009	-0.100665780749497	-0.0447673023322535	-0.0836042320446576	0.00697480911470781	-0.00887863254692181	-0.000301730972226414
"54"	"Chalybura_urochrysia"	"Males"	2.34475600790804	1.02834850341414	-1.23625265326234	0.380707034860543	-0.39624646394277	0.691784559850739	0.47782020284943	-0.0822362131847844	0.0832365263712347	0.048670395905733	0.0937360104959072	-0.0151931971186955	-0.0171459936947637
"55"	"Chlorostilbon_gibsoni"	"Females"	-3.56330062893492	-0.717795350904401	0.245672297908093	1.37759656968891	1.25877234498631	0.353312934032227	-0.132196182714703	-0.0905583722385955	-0.114254584565298	0.0441881604333858	-0.00346878243458053	0.0266745136152917	0.0327646523036205
"56"	"Chlorostilbon_gibsoni"	"Males"	-3.35908459998314	-0.590254449116171	-0.010290381744274	1.38945006020247	1.09507690840499	0.384563824652977	-0.0132808188482797	-0.0950163013686368	-0.0891549280114543	0.0248342859812327	0.00284971978240299	0.0340428587973226	0.0388623034656858
"57"	"Chlorostilbon_melanorhynchus"	"Females"	-3.83781380520969	-0.758709526479631	-0.0108417340519316	0.438043756507364	0.980965644066188	0.181921576384547	0.0295835342169882	-0.168878234182938	-0.129447102403768	0.110390820108584	0.0334747239687962	0.00716840283304306	0.00434191909718415
"58"	"Chlorostilbon_melanorhynchus"	"Males"	-3.68459864961502	0.280545344148966	-1.38433026427884	0.44410216942599	1.12233558103477	0.229808330317371	-0.126717195300659	-0.0820776518397054	-0.164416866915971	0.0287843230544723	0.0107582849420972	0.0540288128587165	0.00697361509130766
"59"	"Chlorostilbon_mellisugus"	"Females"	-4.06233376999703	-1.03037892506848	0.560276622653918	1.34135536118109	1.1596572044756	0.346285480377246	-0.101051927357744	-0.13708772574461	-0.149862745203083	0.0764774513050127	0.0316577061105912	0.013768390599592	0.021077819402202
"60"	"Chlorostilbon_mellisugus"	"Males"	-4.0464611464341	-0.319916220554973	-0.101723286369831	1.72289945953811	1.08476569893604	0.214568471821654	-0.177027004891936	-0.0764854018693273	-0.101913724481343	0.0255068950463085	0.0433069251199757	0.0647866926235093	0.0544544882291259
"61"	"Chlorostilbon_notatus"	"Females"	-2.48259093284755	0.710732840432128	-0.446011479984689	-0.0746323999573232	0.595044306980101	0.306564866815586	0.43342838380917	-0.151506868678589	-0.0899548417880698	0.00986115452466677	0.0267986932336453	0.0164610416652412	-0.0133759679671481
"62"	"Chlorostilbon_notatus"	"Males"	-2.11266718543479	1.03031770006581	-1.19701728706438	-1.02581601554216	0.195539458378425	0.0315440884931029	-0.101248730527198	-0.0183214554101925	-0.0996134688350185	-0.0267861086920389	-0.0224966380288423	-0.00497549470506507	-0.0234287186863859
"63"	"Chlorostilbon_olivaresi"	"Females"	-2.52519957661511	-0.0953649946439092	0.7145304169168	0.726133716060296	0.457305571196113	0.269498155163649	0.352396609356021	-0.132195970306354	0.0672001524525942	0.109889146544004	0.0383693665472131	0.00775446998758519	-0.00302484718615647
"64"	"Chlorostilbon_olivaresi"	"Males"	-2.52796523870121	0.544517441133978	0.091131928238163	0.910474625416264	0.382197273699587	0.170423574704786	0.257725335043522	-0.0854874957102416	0.0868740372130203	0.0657828641546761	0.0547550897412362	0.0319783893806451	0.0062422965686489
"65"	"Chlorostilbon_poortmani"	"Females"	-3.08881499026827	-0.245591867478488	0.733080240216229	0.536275865111167	0.509960076132813	0.109384022988124	-0.243910475752989	-0.000396796291293189	-0.00689853361528048	0.0763058596268194	0.0327679975666474	-0.00976423428123033	-0.00157708499770324
"66"	"Chlorostilbon_poortmani"	"Males"	-3.65527283581768	0.706040942640308	-0.226746936856628	0.678360119079063	0.464767218291414	0.00213268101159214	-0.299870194138452	0.0418219875973603	-0.106074422599483	-0.013336058400016	0.00625050865974749	0.0371977127737967	0.0100109638483376
"67"	"Chrysolampis_mosquitus"	"Females"	-2.27340346690926	0.0683288662740886	-1.29861220558019	-0.0141778887837876	0.609322695157529	0.194892782921959	-0.287590147467099	0.0235680935810391	-0.0102785722207615	0.0569901936123213	-0.104657972885974	0.010838771856656	0.00969687791721542
"68"	"Chrysolampis_mosquitus"	"Males"	-2.10663508744762	1.29248488320312	-2.91993261023172	-0.23024859813977	0.696668478668552	0.289454351142907	-0.386924230710041	0.0976655013384091	0.00536197175901398	0.0446798573581527	-0.094753113713606	0.0401527419862249	-0.0211022037658817
"69"	"Chrysuronia_oenone"	"Females"	-1.95185384589294	0.278030656193824	0.833989009190939	1.27208382299877	0.0366065854313744	0.0171620115509638	-0.0800709486343399	-0.0109511965762604	0.0726857724795208	-0.0416932914249963	0.0227492522208158	0.00416975158259836	0.0103669221344222
"70"	"Chrysuronia_oenone"	"Males"	-1.33951434928825	0.908792629104751	-0.182721716125546	0.74360480707516	-0.173887187391941	0.0457390015069204	-0.129601414172365	0.0107071978745933	0.0904287359515777	-0.0335701042493213	0.00909965208850502	0.00899486512895979	0.000993565454921836
"71"	"Coeligena_bonapartei"	"Females"	2.30658189846891	-0.860030839735018	0.157155771667981	-0.33745178280387	1.01446824246447	-0.938545713885515	0.188090366943773	-0.0392466583808407	-0.0207532632367259	-0.0852064552994412	-0.0148432644240178	0.0160209599201572	0.00458021515567043
"72"	"Coeligena_bonapartei"	"Males"	3.03147260239597	-0.508880591529566	-1.0903049860605	-0.704727286842697	0.987448335061392	-0.897173705474564	0.124926055401832	0.0610733287612611	-0.00352149407508662	-0.0827864745695669	0.0371637447420758	2.50028210704301e-05	0.00083310226605326
"73"	"Coeligena_coeligena"	"Females"	2.04427816977399	-0.867241362104254	0.565551863863226	0.0985863276771242	0.767267225396835	-0.390507430709471	-0.0517234256974113	0.0784095222623887	-0.000865918902920759	-0.0833741803904942	-0.0198421045378122	0.00435343640661469	0.00134210041529066
"74"	"Coeligena_coeligena"	"Males"	2.97608868971332	-0.287823182817049	-0.518510166516088	-0.4677785919811	0.609875409291645	-0.470140982619362	-0.134838120479236	0.124935257659219	0.0220123097034108	-0.0572558209874574	0.0194624395363634	0.00196408325159513	0.00759273818702457
"75"	"Coeligena_helianthea"	"Females"	2.47002831069659	-0.702245037269825	0.883991298828953	-0.349276133406154	0.655803902150771	-0.619663540423031	-0.29772585173856	0.101495786748994	0.129509301601961	0.0503415127154176	-0.0579313290605175	0.0264338611726794	0.00966986169521173
"76"	"Coeligena_helianthea"	"Males"	3.1472985479883	-0.415054968870121	-0.471165286355065	-0.435856451510267	0.45112855450834	-0.50996648628848	-0.278996584807027	0.159859476613787	0.00780662082737293	-0.0556122336894913	-0.0240569649975954	0.00403141554256339	0.0063938901748859
"77"	"Coeligena_lutetiae"	"Females"	2.94014492892513	-0.301094312829997	0.732470399820459	-0.0829823411396714	0.511299176452345	-0.544484908200941	0.0746233777083401	-0.0245122926238819	0.0556724026267005	0.0468644354533148	-0.0413578684837005	0.0209716052131843	-0.00604396722659217
"78"	"Coeligena_lutetiae"	"Males"	3.5152411771042	-0.474675496434108	-0.00374624067731094	0.0195711068939532	0.468262200073998	-0.782098517846439	0.0258128329920309	0.000541191967543986	-0.0118585012373359	0.0166925944704597	-0.0407238460525079	0.0135030601943754	-0.000706253201595557
"79"	"Coeligena_orina"	"Females"	3.06967979071051	-0.251851550344072	1.57516481957888	0.693826009231246	0.643301671935986	-0.159741434684354	-0.0610348454372147	0.0942831639146632	0.0512046453596151	0.0220752142810814	-0.0448630673871034	0.00966788275244673	-0.0160012115933956
"80"	"Coeligena_orina"	"Males"	4.1722295769941	0.769879778330017	-1.07073866685996	-0.792535604943152	0.760395273943316	0.315974385672455	-0.128646484411523	0.314927142674313	-0.0612923193690351	-0.102453304399311	-0.00668163841436836	-0.0226401676128936	0.00854757124157166
"81"	"Coeligena_phalerata"	"Females"	2.0694550832106	-0.934960182775762	0.659780775983354	0.31784311593896	1.11025529207177	-0.519033770734354	-0.103728063773187	0.126553609175628	0.0619149022311233	-0.040167257341668	-0.0399998986432597	0.00111095162854867	-0.00750279964303817
"82"	"Coeligena_phalerata"	"Males"	2.98377694332004	-0.0783902874453063	-1.08603006564043	-0.300949753210927	0.776847710874692	-0.478154210556133	0.0493201192219637	0.0851750006641895	0.0512773104903742	-0.011066824519385	0.00452411768057459	-0.0117775367347491	0.00115637849155072
"83"	"Coeligena_prunellei"	"Females"	2.86563687661153	-0.531184610588495	-0.0434479138780633	-0.520433547328597	0.541568510431951	-0.364647054550723	-0.133304088291964	0.127196414465824	0.1025382066817	0.0205571845925951	0.0139252575550224	0.0167150748536502	-0.00312589361830285
"84"	"Coeligena_prunellei"	"Males"	3.97815546416542	0.12744636791795	-1.68001617270553	-1.24482315829883	0.418149485743313	-0.323857988030871	-0.154633474984936	0.195761861226626	-0.0491946751818785	-0.0929277843736284	0.0406722025977289	-0.00716971928284267	0.00740835353417611
"85"	"Coeligena_torquata"	"Females"	3.06644562454698	-0.514262766400813	0.577977184937353	-0.35235581142235	1.01241670311701	-0.65082525041592	0.0962820487445689	0.0530156215569633	0.0724596377633032	0.023672105725932	-0.00854835248797109	0.0300813994576841	-0.00199993157830707
"86"	"Coeligena_torquata"	"Males"	4.02689302506578	-0.0724330367473105	-0.787300941384359	-0.752668470418257	0.792446376831895	-0.826635879913491	0.193097353192264	0.0294037921506615	-0.00225790306371432	-0.000532658568289712	0.0255277610204208	0.014755002085017	0.00337653554114263
"87"	"Coeligena_wilsoni"	"Females"	2.75769647719676	-0.302383214774484	1.19150449773205	-1.10155381786796	0.466451882265828	-0.499185675356462	0.139893183371568	-0.0839737696327207	-0.0167346369730272	-0.0499525168551609	0.0302051354427082	0.0453876620058096	0.0120556130475301
"88"	"Coeligena_wilsoni"	"Males"	3.38252078443733	0.182652450595099	-0.0482531202264823	-1.37006320958108	0.463424449403087	-0.43031434073534	0.160576643173541	-0.0434780904629271	-0.0431012952371795	-0.0519386512818012	0.0155336358627895	0.03376998334887	0.0143660752382772
"89"	"Colibri_coruscans"	"Females"	1.79763555563694	-0.228342711667835	-0.681811805040213	0.320872131080316	0.0409707521729765	-0.318023351903719	0.258522350277046	-0.124547605479882	0.0834006976730547	0.0452816055240509	-0.00953364800543165	0.000795134979821727	0.00152972933497129
"90"	"Colibri_coruscans"	"Males"	3.51585785381415	0.185502926915949	-1.76383433689902	-0.0151118143456888	-0.0324673365944357	-0.528507990611563	0.343782323456259	-0.133552437732607	-0.0331410204632508	0.0389279159918977	0.00605230494101611	-0.0205885921858026	0.00381228422049033
"91"	"Colibri_cyanotus"	"Females"	-0.327945947712187	-1.39262338442879	-0.0104976912498753	0.609013092439277	0.767053635775091	-0.115193518363377	0.00671988550056797	-0.00593902401763576	0.0845572871694013	-0.0120240986905616	-0.0196323759900994	-0.00770322385219565	-0.00256856700343892
"92"	"Colibri_cyanotus"	"Males"	0.777671916988203	-0.68859535743305	-1.04913748801033	0.265180708370764	0.663547299228698	-0.226442843660677	0.0569992320346899	0.0170584982778562	0.115412917253834	-0.0226446581546933	0.0621847483677845	-0.00819034579575596	-0.00179401251231019
"93"	"Colibri_delphinae"	"Females"	1.08285532220282	0.177731721556437	-1.7935721420759	0.576110238793868	-0.226751338856407	0.0549980141436714	-0.30219925761827	0.0889910380262211	0.193753450017536	0.0439904181158066	0.0492800131938581	-0.0185652986846117	0.000521614090132526
"94"	"Colibri_delphinae"	"Males"	2.19945522186786	0.651598364724745	-2.91360908378128	-0.50264686295071	-0.284057810231076	0.0311987144675588	-0.15611389907955	0.0669044001018579	0.095778475034812	0.0151789193718292	0.0123296528831181	-0.0397124097275842	-0.0228085538012905
"95"	"Damophila_julie"	"Females"	-3.75054818889388	0.247989668103379	-0.0687913895429388	0.120807779325284	0.0615741850588373	-0.0590737735080273	-0.0863424618866257	-0.0281214565001153	-0.103166163180585	0.0284258574035784	-0.00322041286571584	0.00229910663855321	-0.00100700397173842
"96"	"Damophila_julie"	"Males"	-3.62197464562546	1.02936828981119	-0.943086670472054	-0.0464775842167438	-0.0516704179034499	-0.0479945694510877	0.0240941232741532	-0.0211533444720428	-0.106626894070436	-0.0100551202679779	0.00935099041129311	0.0335213348641756	-0.00528558798236394
"97"	"Discosura_langsdorffi"	"Females"	-4.02002571691661	0.7168520227007	0.360188945482261	-3.9806019898991	-2.18967242555425	-0.893170486822887	0.379447170619	0.0434581518199139	-0.185776280436497	0.0678322279712181	0.0444837450366424	-0.115260048194152	0.0944389795784987
"98"	"Discosura_langsdorffi"	"Males"	-5.6694678118062	0.902909527935642	1.10089689601933	-0.019768549332853	-2.09093102476149	-1.53792022329161	0.518580768659537	0.0934439750254628	0.0917584196053182	-0.024889041620586	0.0306390429893035	-0.0348750254712909	-0.0166261116775314
