"Species"	"Sex"	"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"	"PC9"	"PC10"	"PC11"	"PC12"	"PC13"	"PC14"
"19"	"Amazilia_saucerottei"	"Females"	-2.44990364026241	0.26551471429119	-0.221192242251829	-0.97576687023438	0.609899082774047	0.0497533927789348	0.345652830019457	0.0064166793816526	-0.097975041579541	0.0367649435872202	0.0687653088571029	-0.00943124180117178	-0.0151604214964111	0.0177579501343348
"20"	"Amazilia_saucerottei"	"Males"	-2.13777385517827	0.767636644037754	0.735192719975227	-0.782219240988199	0.478695269386381	-0.019399879937154	0.344890158324112	-0.0365440112242256	-0.0909017492108271	0.0208922630409741	0.106855003945289	0.0109247434876645	-0.029587769774458	0.0265569715949551
"21"	"Amazilia_tzacatl"	"Females"	-1.04132513194919	0.237546360436991	-0.449873402001024	0.0945783643252454	0.480218324342908	-0.186435237934377	-0.287695968939623	-0.0670673573705171	0.0222191604517991	0.0556810488664876	0.0213166829573837	0.0201543220689207	0.0176717675573728	-0.00863754327620994
"22"	"Amazilia_tzacatl"	"Males"	-0.512953910032007	0.462580881083694	0.17528472145044	0.349000168153896	0.448091071456406	-0.385095815447106	-0.36218430556501	-0.21202276214415	0.0744004307603474	0.0687170809784831	0.0350608505481956	0.0401098938577182	0.0170400703377872	-0.00571284497708369
"23"	"Amazilia_versicolor"	"Females"	-2.72091611434777	-0.286224947631411	0.123374778133968	0.177506891831284	0.356033613305353	0.519940971089422	-0.180099124401738	-0.443463149699709	0.0562046433645781	-0.0548609570564386	-0.0113656896467045	0.00387730105651736	0.0205496870361184	-0.00250301425413598
"24"	"Amazilia_versicolor"	"Males"	-2.37125856950107	0.200846131716265	0.64151547450238	0.36179368820501	0.290392258351787	0.143624916261807	-0.089335140705943	-0.268582441088244	0.0271494148023877	-0.00101075609523792	-0.0131744136237154	-0.00361017155288794	0.0100417084806493	-0.0112194006980171
"25"	"Amazilia_viridigaster"	"Females"	-2.16366062383476	0.181312624280555	-0.0877052907096195	-0.473824939149128	0.454944982024031	0.338584014812328	0.140490757611571	-0.100630035983626	-0.0432150410982741	0.0312440650883442	0.0294541185548855	-0.00219284083190859	-9.92670055850969e-05	0.00655980117619177
"26"	"Amazilia_viridigaster"	"Males"	-1.89620703868837	0.581822846911191	0.573097571261198	-0.64099546614682	0.449550139775058	0.212277798241434	0.124379196106801	-0.236588084742611	0.00687142802872035	0.0581498604094812	0.0500502854583179	-0.00626561954391566	-0.0118244646872496	0.010606688684159
"27"	"Androdon_aequatorialis"	"Females"	3.38067554697168	0.843873257705183	-2.18321527684254	0.253193771129637	0.580907456553719	-0.00468728786026292	-1.32657123223019	0.766889637967625	-0.0342849577680319	-0.0138898131205562	-0.0393634258371548	0.04453053669727	-0.0374919743712356	-0.00693488191433145
"28"	"Androdon_aequatorialis"	"Males"	3.93040377901381	0.694648532930104	-1.58873945073366	0.312331976314547	0.73548949942914	-0.543139528050605	-1.76284903306348	0.665411022412858	0.0576628513874832	0.030816202173897	-0.0772169223658255	0.123331468385188	-0.0463796383226327	-0.00968767037502841
"29"	"Anthocephala_floriceps"	"Females"	-3.54773048261351	-0.720282697843582	0.72349183878902	-0.468263880003469	0.128627847160857	1.68190080113919	-0.0710181806154182	-0.154941754997291	-0.148787243138435	-0.173070352487483	-0.00774009140208675	0.0315208784416067	-0.0185460978564312	0.00982587169102685
"30"	"Anthocephala_floriceps"	"Males"	-3.03845707584883	-0.797989240086451	1.11478015482991	-0.414253734891943	-0.0393312122925829	1.66852750983576	-0.164562363977216	-0.130249586687954	-0.110103682222859	-0.120418272264218	-0.00354076688685111	0.0288814125642168	-0.0232333500447458	0.0206714942860715
"31"	"Anthracothorax_nigricollis"	"Females"	1.11121806111208	1.7487108581684	1.07475773275865	-1.48733320505506	0.778369354043691	0.105270740852789	0.132725338963309	-0.0306398205358895	-0.0919727228566317	0.130737426006893	-0.0104521046851768	0.000884466623201685	0.0017151514560104	0.0367163245463663
"32"	"Anthracothorax_nigricollis"	"Males"	1.72014740884334	1.89499452581948	1.5750405340065	-1.24052799736758	0.692510893543078	-0.142125247691182	0.0177191554497115	-0.0324571136844083	-0.0936516755743876	0.0794194986779053	0.0125172675610455	0.0238031407302822	0.022735054380946	0.011793748248514
"33"	"Boissonneaua_flavescens"	"Females"	2.24844347985411	-0.95941834376408	0.985662407953517	-0.660677653678225	0.768204935058482	-0.557077507130526	0.188164037604611	-0.0605891328563931	-0.000617469445487884	0.10245887593062	-0.0585620928584938	0.052928215010521	0.00277916500732047	-0.00609943391544771
"34"	"Boissonneaua_flavescens"	"Males"	3.22581573034493	-0.395205003722923	2.20339550843751	-0.366948257870608	0.641848932277684	-0.749692977766317	0.352542044046062	-0.181857411359783	0.00905417724140793	-0.0221471231058305	-0.00372919894867269	0.0606932526323777	0.038113424983909	-0.00583730856054986
"35"	"Boissonneaua_jardini"	"Females"	3.48823966936567	0.114884685779671	0.497168676228189	-1.57773637153876	1.28683692421536	-1.41740182003504	-0.129483223726072	-0.103075494051943	-0.162781929320836	-0.191935576811625	0.00229038438904966	-0.0418360065679255	0.0354190182642989	0.00717918210183197
"36"	"Boissonneaua_jardini"	"Males"	3.96688337628461	0.00840893334163279	1.00126642552413	-1.41591915919912	1.20299944905566	-1.59365099622589	-0.00480319280358483	0.0407044660906044	-0.245635806168387	-0.213686575854733	-0.0552672374271007	-0.0207522186518469	0.0338104206024687	0.00210103338254652
"37"	"Calliphlox_mitchellii"	"Females"	-5.10954718317339	1.98914988785712	-0.0163660367496648	-0.249019618785252	0.517404275760324	-1.28827642259749	0.961503186549711	0.362752321809078	0.125035633374523	0.0155944568309935	0.0773353381323601	0.00817621991033315	-0.051596562927212	-0.00516943565331552
"38"	"Calliphlox_mitchellii"	"Males"	-5.53524501734065	2.82737837498423	0.323036032460202	0.0862965375446091	-0.256427347766682	-2.12075110434006	1.35655606228712	0.540893983217016	0.271438810643748	0.0641339426750956	0.0768975430826083	-0.0149103186996825	-0.0725087341807485	-0.0191025491590052
"39"	"Campylopterus_falcatus"	"Females"	1.58008619755593	-0.107591904109743	-0.75113082125528	-0.647308694619016	0.54521110992643	0.196115757992844	-0.892052737211814	-0.130196551869045	0.210916589450835	0.0943122548032465	0.00715848517558879	0.0147990135945685	0.00931205338705848	0.000244679278625298
"40"	"Campylopterus_falcatus"	"Males"	2.57856325036964	-0.00942388749666546	-0.265688317511517	-0.54251211707074	0.781659080460197	-0.707611419210281	-0.519681758998315	-0.176992240842038	0.0756246263724178	0.0776655220447482	-0.0503146321617645	-0.00530139579998301	0.00272380115061275	-0.00947125930107874
"41"	"Campylopterus_largipennis"	"Females"	2.64913769190582	-1.84016968727389	-1.3207821355754	-2.06064802259627	0.606086701870226	0.322307977865526	-0.303322012831512	0.335449730192936	0.16196698935886	-0.248559661343416	0.21361622952271	-0.0294836868190232	0.0112235116668427	-0.0286336886620019
"42"	"Campylopterus_largipennis"	"Males"	3.72042559824683	-2.14324071838354	-1.83780940731866	-3.60884441630917	1.45113723391666	-0.46631978375772	-0.0543435269814886	0.606995778399193	-0.0837381361539318	-0.450123427757639	0.0781296225947158	0.0209330721901028	0.014707523022128	-0.0506557581594972
"43"	"Chaetocercus_heliodor"	"Females"	-5.39994642830209	0.790605006451624	-1.19678582846102	0.626734159892092	0.72962314037404	-1.74684009626991	1.07953484107813	0.208012976794782	0.158779822448648	-0.0559083224775208	0.0606783166887585	-0.0146316306016586	0.0685433566646103	-0.00783889186723989
"44"	"Chaetocercus_heliodor"	"Males"	-6.6718853931674	2.01705452816159	-0.705333852441402	-1.35182022791518	0.601260412920978	-1.9767324710103	1.63892589073157	0.221132283444368	0.374675715441921	0.108636448399701	0.134859745208408	0.00564604474255061	-0.0911990107016472	0.0308057626832818
"45"	"Chaetocercus_mulsant"	"Females"	-4.21348440609921	1.81939197128875	-0.769787972013977	0.168298824018515	0.82936059546353	-1.65151809876315	1.37933138775022	0.169624650313393	0.129320268809982	0.215716963744662	0.016709756718351	-0.0402174512238523	0.00330253338800429	-0.0115673983997107
"46"	"Chaetocercus_mulsant"	"Males"	-4.41495504287467	2.38557885586491	-0.0704694156753482	0.748479355589351	0.186043077736206	-1.90467912207194	1.40591368480819	0.196878503702842	0.196470662622708	0.149802416189253	0.0217103950003348	-0.0370753389520322	-0.00863061136856217	-0.0178474525558952
"47"	"Chalcostigma_herrani"	"Females"	0.436737186481247	-3.15638136159712	-0.297275596952379	0.190644963189752	0.125786254580406	-0.373749350364544	-0.0625853743998982	0.410264659707771	-0.0663007370975924	0.0648238593350803	-0.0542746857432529	-0.0955627899653274	-0.0348187971160501	-0.0166779894190789
"48"	"Chalcostigma_herrani"	"Males"	1.31398375762216	-3.09396502894441	0.169954530203714	-0.139706567903318	0.130452272911207	-0.632999233587413	0.122573586326518	0.485940393703584	-0.0941071095686263	0.03401868137139	-0.0471633537466127	-0.031147007909114	-0.0507818021382039	-0.0246904771288537
"49"	"Chalcostigma_heteropogon"	"Females"	0.180032793970306	-2.86569843062592	0.0834646517479771	1.28994975964966	-0.277499233774236	-0.414640615401921	0.222460543593678	-0.268768222709142	0.0452331418408832	0.00824358458016977	0.0480096126212495	-0.0706059573386284	-0.0240747113480737	0.0271527279942477
"50"	"Chalcostigma_heteropogon"	"Males"	1.16951192604856	-2.29092751462069	1.16757550798795	1.24815803802852	-0.663380543627894	-0.667964616804089	0.27054829548008	-0.193207170943577	0.0511879669491392	0.0316426491069485	0.0425625276168199	-0.0208358994735023	-0.0314321685655851	0.0285465649537406
"51"	"Chalybura_buffonii"	"Females"	0.788156729046308	0.523992093037016	0.146476223573447	-1.07589456879054	0.462109651586895	0.405455781798529	-0.182876528701973	-0.201566258867152	0.0861577451362825	0.11105578775762	0.0342571267944877	0.0218413148104088	0.0110334995942359	0.00716594643806844
"52"	"Chalybura_buffonii"	"Males"	2.17661591046753	0.617026734097388	1.01921615451366	-1.06944364974086	0.395205055850207	0.226192255134224	0.00367706819778897	-0.102498210403169	0.0522467692974306	0.0747518152203136	0.0218555261522756	0.0561441548966747	0.0268384570834388	0.0137082989662584
"53"	"Chalybura_urochrysia"	"Females"	1.04046636463982	0.789633315266852	0.358312785904828	-0.117736200984993	0.508643802815833	-0.214204646021111	-0.556769164820872	0.405160454227713	-0.0972783168997925	-0.0426432269378711	0.0833420145674942	0.0067686727867608	0.0090695534196426	-0.000444648473165439
"54"	"Chalybura_urochrysia"	"Males"	2.29833091958792	1.07510770923843	1.23021695500133	-0.263213209908641	0.576233426897613	-0.265864290457393	-0.668559647917962	0.47345555243427	-0.0812481097261988	0.0850723030482846	-0.0494734980450161	0.092878845743792	0.0152917851903667	-0.0173407319693487
"55"	"Chlorostilbon_gibsoni"	"Females"	-3.67287319039493	-0.694620394521179	-0.25757161451197	-1.27587787895062	0.428144457073344	1.37330627977624	-0.316766343807415	-0.140833137219048	-0.082878141799901	-0.10813536328324	-0.0448598432459872	-0.00481658594523642	-0.0257447646023467	0.0324788965457331
"56"	"Chlorostilbon_gibsoni"	"Males"	-3.43376455202443	-0.588119484365313	0.00436284552504651	-1.32645630862915	0.293099060167992	1.16756982796919	-0.360155071010543	-0.0186276631115196	-0.0901209069798562	-0.0861212668907816	-0.0251560204663287	0.00208241729163539	-0.0335201024654357	0.0388169557911041
"57"	"Chlorostilbon_melanorhynchus"	"Females"	-3.94929863387561	-0.7374015474245	-0.00182030933222184	-0.355318865942767	0.271291036813814	1.07470387661651	-0.148674510816858	0.0210730172395672	-0.161513094917766	-0.125323338595983	-0.110892414105061	0.0324032584253577	-0.00664075331004027	0.0040993091748983
"58"	"Chlorostilbon_melanorhynchus"	"Males"	-3.78830668360814	0.282622684360602	1.38169910780711	-0.395485914943949	0.119639604810606	1.181165183775	-0.203090398821537	-0.133462161258853	-0.0749168113796177	-0.159783302979306	-0.0291115216400417	0.00990465985629309	-0.0536254217852175	0.00699816859956563
"59"	"Chlorostilbon_mellisugus"	"Females"	-4.18883221503496	-0.998930589715787	-0.576282225734075	-1.21714208482647	0.527038989169935	1.29840458730191	-0.304777169032783	-0.111191820306329	-0.127985085730042	-0.143365426248535	-0.0772132510593345	0.0302667625325553	-0.0129709631342014	0.0207611927422683
"60"	"Chlorostilbon_mellisugus"	"Males"	-4.18186040636099	-0.293060898690683	0.090928156556269	-1.59286634623346	0.607314421069921	1.22983252124385	-0.173415856388914	-0.187282503746868	-0.0676837483469351	-0.0937338016692569	-0.0266106478034407	0.0414104290617194	-0.0637442232126719	0.054285823475642
"61"	"Chlorostilbon_notatus"	"Females"	-2.60412565344008	0.743511986227178	0.440590042359803	0.152774672874907	0.247454628677623	0.688594254008011	-0.274549801814095	0.425432069200346	-0.145641026501899	-0.0864436165940279	-0.0103328782311458	0.0260138235024662	-0.0161280490844377	-0.0135201588445681
"62"	"Chlorostilbon_notatus"	"Males"	-2.20163346347532	1.04261789219839	1.19769148779397	1.04384050929733	-0.0650021799227761	0.221801640521253	-0.0164870762463948	-0.105817347938465	-0.0135606299432403	-0.0957834762321415	0.026583376633772	-0.0228732069124495	0.00530425397441741	-0.0236517002216716
"63"	"Chlorostilbon_olivaresi"	"Females"	-2.65125332145322	-0.0483922198659618	-0.727079815635882	-0.600026371406018	0.551673260745381	0.599700307959508	-0.231675477743174	0.34324864166761	-0.127723817052997	0.0722257992530352	-0.111097491451947	0.0364673812350522	-0.00677343756652415	-0.00350053353918706
"64"	"Chlorostilbon_olivaresi"	"Males"	-2.65503021572364	0.582891969924138	-0.0979375845948479	-0.792747451925156	0.550793694327059	0.515851814960312	-0.135838680008888	0.249182252232414	-0.081403934495521	0.0926361928669535	-0.0671361524181116	0.052750141173083	-0.0310293266870424	0.00588991821893029
"65"	"Chlorostilbon_poortmani"	"Females"	-3.21488538687325	-0.205213205156049	-0.74523657268282	-0.427178010286993	0.451205875086852	0.632680946199168	-0.0751722152448446	-0.252746160118721	0.00618288191772021	0.00133577973996993	-0.0775548304956589	0.0308784268694573	0.0108426528759225	-0.00216958393333659
"66"	"Chlorostilbon_poortmani"	"Males"	-3.7980227426455	0.735403811362901	0.222291239708959	-0.577173255994951	0.446175105169419	0.580847069440784	0.0306333929718109	-0.308868098902898	0.0501719008792116	-0.0967507079622948	0.0123308290658779	0.00460711520470625	-0.0361964931896194	0.00967985157349125
"67"	"Chrysolampis_mosquitus"	"Females"	-2.3597239842145	0.0825410659511867	1.29191149203159	0.075117482589147	0.172616740718079	0.678264403028158	-0.171190714911698	-0.293379758442916	0.0281095906910415	-0.00454738251991651	-0.0575932941381439	-0.10609729349232	-0.00945946908874971	0.00913981973860442
"68"	"Chrysolampis_mosquitus"	"Males"	-2.18123044523517	1.28276174293511	2.92527676497665	0.243901760229784	-0.0512936674476517	0.717314446303917	-0.275127468456777	-0.390073708724218	0.100532310712907	0.0104516106309023	-0.0451806612094086	-0.0960031681340194	-0.039122083036249	-0.021433569053768
"69"	"Chrysuronia_oenone"	"Females"	-2.06576285947907	0.321998034741026	-0.842412733177139	-1.13973457010708	0.693070264084172	0.183045967256073	0.0142791681890384	-0.0882420439901786	-0.00618810791561749	0.0802359231670518	0.0403408568110766	0.0209722217227643	-0.0030796219741965	0.00985176710253481
"70"	"Chrysuronia_oenone"	"Males"	-1.43711249473746	0.941311552113352	0.180007930173959	-0.641634966317321	0.533003350497364	-0.0597269044471002	-0.0223786297194737	-0.135742901786394	0.0139549829783538	0.0966789444502602	0.0323968954691123	0.00753703320421521	-0.00803680255079654	0.000553764954585371
"71"	"Coeligena_bonapartei"	"Females"	2.27317168370623	-0.801262124493829	-0.176985301771211	0.405577652880953	0.0904512716235076	1.07815106314507	0.968422360043585	0.178963768384441	-0.0333609527471063	-0.0140500303846805	0.0843113940271958	-0.0160964843982271	-0.0151128822348701	0.00420771275368541
"72"	"Coeligena_bonapartei"	"Males"	3.02203631345805	-0.46408222587955	1.07451683171115	0.744606809533004	-0.0674333523739996	1.01962334483856	0.920022906976305	0.117861489934626	0.0656006269489329	0.0034180441672787	0.0818295231190777	0.0360838543117329	0.000561394667965059	0.000519003372570868
"73"	"Coeligena_coeligena"	"Females"	2.02175735652119	-0.816405253137508	-0.58271397896479	-0.0286587667693801	0.186968471135975	0.83620137044918	0.414979803112454	-0.0582354483976046	0.0829370124429402	0.00628834498170461	0.0825033063610726	-0.0209994828739809	-0.00347468351862318	0.000934583426745588
"74"	"Coeligena_coeligena"	"Males"	2.98366627166693	-0.252699641278931	0.507845806960059	0.493529252307344	-0.0425095775745068	0.630230625112248	0.483393111805695	-0.138651242479406	0.127525221788311	0.0278655800780712	0.0564705671310985	0.018540755827286	-0.00141134148839718	0.00732998221671289
"75"	"Coeligena_helianthea"	"Females"	2.43479950687871	-0.63702530224552	-0.902983766534405	0.423669205440788	0.163718367653503	0.728714455319163	0.646005111737482	-0.305193434931367	0.105116451664073	0.13818034548037	-0.0518025181915368	-0.0603554619004582	-0.0246954998673232	0.00897736719361895
"76"	"Coeligena_helianthea"	"Males"	3.14449825665309	-0.369693390845174	0.457070367874654	0.487604577896823	0.0844051727067946	0.49826743666955	0.527270186389637	-0.284027230179561	0.163733630500886	0.0154815259416739	0.0547288445544791	-0.0252904745075099	-0.00308972923644745	0.00596915617393153
"77"	"Coeligena_lutetiae"	"Females"	2.89949554807975	-0.230187476039818	-0.750082498434463	0.17646260459256	0.293821728266331	0.606086161911111	0.573863194896678	0.066360676349759	-0.0201162362844243	0.061961819955894	-0.0479238048969056	-0.043189854562213	-0.0197003723894505	-0.00657260390814694
"78"	"Coeligena_lutetiae"	"Males"	3.52221556799814	-0.428218470371239	-0.00982891027991121	0.0352825601732897	0.147753817039622	0.516803846714782	0.799170420438609	0.0202847700075855	0.00410963015845069	-0.00758195628876587	-0.0172100188856732	-0.0417211627867133	-0.0127149209289917	-0.00101927617050899
"79"	"Coeligena_orina"	"Females"	3.03684253363798	-0.181006900424002	-1.59051272936824	-0.595298167098824	0.397012175582486	0.74640445983244	0.188152587304175	-0.06793842876017	0.0982907143324056	0.0587839094157005	-0.0231470413938305	-0.0466030850292576	-0.008431756818636	-0.0165772505810958
"80"	"Coeligena_orina"	"Males"	4.13293332563552	0.839707534821722	1.05807226236359	0.869225321731521	0.117085988911104	0.84362443314623	-0.286118631274767	-0.13502229714993	0.320842562525242	-0.0497742259690769	0.101394256681565	-0.00796297839607705	0.023652386794327	0.00796935622796401
"81"	"Coeligena_phalerata"	"Females"	2.02136963306841	-0.8678572584403	-0.681306488596111	-0.217720691478439	0.291412768192618	1.21092764769416	0.554394683186524	-0.11298809072271	0.132093486627604	0.0722859091204988	0.0387189366761544	-0.0420969872064608	0.000416776836020458	-0.00824671239403359
"82"	"Coeligena_phalerata"	"Males"	2.97044308040404	-0.0353938123454578	1.07383127036983	0.352861566778859	0.0627526678566322	0.825585997178616	0.499799341338997	0.0434981089070129	0.0882368489650266	0.0576292823244141	0.010092335839254	0.00322473257738826	0.0126369195072954	0.000683844135417147
"83"	"Coeligena_prunellei"	"Females"	2.83549847818219	-0.469230242801393	0.0248399883135073	0.599980743069541	0.178335612642816	0.620733002133126	0.391068157915117	-0.140225842452071	0.130711884100047	0.111131567292349	-0.0220124608085972	0.011851129688523	-0.0155162828026354	-0.00365995250317172
"84"	"Coeligena_prunellei"	"Males"	3.98565400829854	0.168319994192876	1.66884320919954	1.27210633235901	-0.107152373867127	0.440473525969304	0.337889293638993	-0.158542485020623	0.19965153733304	-0.0418910797620059	0.0922097795855204	0.039982916338448	0.00753249798765971	0.00718612069644858
"85"	"Coeligena_torquata"	"Females"	3.02915395621916	-0.443156215152681	-0.597362261714698	0.427961294384796	0.123751609905449	1.08699019671705	0.682447829876389	0.0875794714267696	0.0575449040441384	0.080591796618968	-0.0250234557140598	-0.0106408830212212	-0.0287957210884002	-0.0025088589134542
"86"	"Coeligena_torquata"	"Males"	4.01093252727966	-0.0116061849644377	0.771506718756816	0.809872030441913	0.0239012196360008	0.84467103193203	0.852253654397077	0.185369033052995	0.0341423077892319	0.00436045859887471	-0.000443576082821654	0.0241308171701081	-0.0139854078874484	0.00304792616143134
"87"	"Coeligena_wilsoni"	"Females"	2.68252330107132	-0.208350628651248	-1.21468160996368	1.20708848252931	0.228816011609116	0.577149221347977	0.536899603107527	0.129028935673046	-0.0767217784576008	-0.00883945824574275	0.0487003362729029	0.0283980626029022	-0.044396352208962	0.0117532601818057
"88"	"Coeligena_wilsoni"	"Males"	3.33460878610514	0.258084002979197	0.0312841554783822	1.43928388325062	0.048879675511592	0.534781517053492	0.459299909823219	0.152172931711205	-0.0375271176756068	-0.0368019928106701	0.0510765193824254	0.0142719420381112	-0.033025604717843	0.0141508877088619
"89"	"Colibri_coruscans"	"Females"	1.78147111513872	-0.195970662993669	0.671443058568716	-0.244570876913854	0.331884385512745	0.117087796575152	0.335200337067347	0.253753587815782	-0.123293626354569	0.0846887571956212	-0.0458649574713871	-0.0104896179075942	-0.00015816765621714	0.00122984129160022
"90"	"Colibri_coruscans"	"Males"	3.53204629051578	0.212541586058614	1.75654359668259	0.0689891927911184	0.203985982624888	0.0162409249031411	0.539723521080431	0.339996989408395	-0.13153116195421	-0.0333296764636136	-0.0389650105281208	0.00592199988920157	0.0207139624924442	0.00366960978725222
"91"	"Colibri_cyanotus"	"Females"	-0.366476150725734	-1.36333055041339	-0.00704570602899151	-0.525412130980018	0.305728582865012	0.85194708285046	0.140825776794192	0.000559186499678552	-0.00308451463996134	0.0898311454012746	0.0110481963249654	-0.021011788172104	0.00869785211472534	-0.00308496750261509
"92"	"Colibri_cyanotus"	"Males"	0.769306187508979	-0.673898146578446	1.03895421760631	-0.22202319777772	0.112009832155772	0.703966043133237	0.241875879693422	0.0532931949758177	0.0178205899896796	0.119129404827101	0.0216748958056427	0.0611613009310991	0.00858768408738201	-0.00206065677471035
"93"	"Colibri_delphinae"	"Females"	1.03565589860219	0.210330621056146	1.7835923915487	-0.459379493195016	0.562653127228112	-0.105235533818054	-0.0330236260577925	-0.307372441672045	0.090421152906509	0.200853885669563	-0.0455999164170643	0.0472263274515882	0.0196753582769689	-0.00012169608413092
